Round,Gender,Surface,Name,Country,City,winner_ranking,loser_ranking,winner_h2h,loser_h2h,winner_total_losses,loser_total_losses,winner_surface_losses,loser_surface_losses,winner_total_wins,loser_total_wins,winner_surface_wins,loser_surface_wins,prediction
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
R32,Male,Clay,Hamburg,Germany,Hamburg,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
F,Male,Grass,"Gerry Weber Open",NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
F,Male,Grass,Halle,NULL,Halle,286,5,1,0,377,132,3638,899,8992,2692,4175,1290,1
R16,Male,Clay,"BMW Open by FWU",Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R16,Male,Clay,Munich,Germany,Munich,37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United Kingdom",Newport,37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships",NULL,"Newport, Rhode Island, United States",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships",NULL,"Newport, Rhode Island, United States",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships",NULL,"Philadelphia, PA, United States",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships",NULL,"Philadelphia, PA, United States",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships",NULL,"Philadelphia, PA, United States",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Championships","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Open","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Open","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Open","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Open","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Open","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Open","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Grass,"US Open","United States","New York",37,5,3,2,435,132,4512,899,15271,2692,5910,1290,1
R128,Male,Hard,"US Open","United States","New York",37,5,3,2,435,132,3055,521,15271,2692,4188,579,1
R128,Male,Clay,"US Open","United States","New York",37,5,3,2,435,132,3058,572,15271,2692,4543,756,1
